name,ages,location,id,desc,detail_url,total_open,age_max_year,age_max_month,age_max_week,age_min_year,age_description,days_of_week,time_range_landing_page,date_range_start,date_range_end,date_range,number,time_range
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Deborah Anne Kirwan Pool,64583,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/64583,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Thu,5:30 PM - 6:00 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,69985,5:30 PM - 6:00 PM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Deborah Anne Kirwan Pool,64588,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/64588,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Thu,6:00 PM - 6:30 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,69990,6:00 PM - 6:30 PM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,64809,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/64809,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sat,6:00 PM - 6:30 PM,2024-01-13,2024-03-02,13 January 2024 to 2 March 2024,70211,6:00 PM - 6:30 PM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,65012,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/65012,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sat,Noon - 12:30 PM,2024-01-13,2024-03-02,13 January 2024 to 2 March 2024,70414,Noon - 12:30 PM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,65013,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/65013,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sun,4:30 PM - 5:00 PM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,70415,4:30 PM - 5:00 PM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,65014,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/65014,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sun,11:00 AM - 11:30 AM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,70416,11:00 AM - 11:30 AM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,65023,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/65023,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Tue,4:15 PM - 4:45 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,70425,4:15 PM - 4:45 PM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,65010,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/65010,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sat,10:45 AM - 11:15 AM,2024-01-13,2024-03-02,13 January 2024 to 2 March 2024,70412,10:45 AM - 11:15 AM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,65018,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/65018,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Mon,4:30 PM - 5:00 PM,2024-01-08,2024-03-04,8 January 2024 to 4 March 2024,70420,4:30 PM - 5:00 PM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,65019,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/65019,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Fri,5:00 PM - 5:30 PM,2024-01-12,2024-03-08,12 January 2024 to 8 March 2024,70421,5:00 PM - 5:30 PM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,65020,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/65020,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Fri,8:00 PM - 8:30 PM,2024-01-12,2024-03-08,12 January 2024 to 8 March 2024,70422,8:00 PM - 8:30 PM
Swim Colours 3 - Red (low ratio),At least 6 but less than 15,Richcraft Rec Complex-Kanata,65025,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3---red-low-ratio/65025,3,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Wed,5:15 PM - 5:45 PM,2024-01-10,2024-03-06,10 January 2024 to 6 March 2024,70427,5:15 PM - 5:45 PM
Swim Colours 3 – Red,At least 6 but less than 15,Sawmill Creek Pool and Cmty Centre,66224,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/66224,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Thu,6:30 PM - 7:00 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,71626,6:30 PM - 7:00 PM
Swim Colours 3 – Red,At least 6 but less than 15,Sawmill Creek Pool and Cmty Centre,66225,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/66225,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Fri,4:15 PM - 4:45 PM,2024-01-12,2024-03-08,12 January 2024 to 8 March 2024,71627,4:15 PM - 4:45 PM
Swim Colours 3 – Red,At least 6 but less than 15,Sawmill Creek Pool and Cmty Centre,66226,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/66226,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sat,10:00 AM - 10:30 AM,2024-01-13,2024-03-02,13 January 2024 to 2 March 2024,71628,10:00 AM - 10:30 AM
Swim Colours 3 – Red,At least 6 but less than 15,Sawmill Creek Pool and Cmty Centre,66227,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/66227,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sun,9:00 AM - 9:30 AM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,71629,9:00 AM - 9:30 AM
Swim Colours 3 – Red,At least 6 but less than 15,Sawmill Creek Pool and Cmty Centre,66228,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/66228,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sun,10:15 AM - 10:45 AM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,71630,10:15 AM - 10:45 AM
Swim Colours 3 – Red,At least 6 but less than 15,Sawmill Creek Pool and Cmty Centre,66229,"Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/66229,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sun,6:30 PM - 7:00 PM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,71631,6:30 PM - 7:00 PM
Swim Colours 3 – Red,At least 6 but less than 15,Lowertown Pool,71720,"<div><div><div>Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.</div></div></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/71720,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Thu,6:00 PM - 6:30 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,77127,6:00 PM - 6:30 PM
Swim Colours 3 – Red,At least 6 but less than 15,Minto Rec Complex-Barrhaven,78903,"<span style=""font-family: Calibri; font-size: 14.6667px; white-space: pre-wrap; background-color: rgb(255, 255, 255);"">Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.</span>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/78903,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Sat,8:15 AM - 8:45 AM,2024-01-13,2024-03-09,13 January 2024 to 9 March 2024,84310,8:15 AM - 8:45 AM
Swim Colours 3 – Red,At least 6 but less than 15,Minto Rec Complex-Barrhaven,78776,"<span style=""font-family: Calibri; font-size: 14.6667px; white-space: pre-wrap; background-color: rgb(255, 255, 255);"">Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.</span>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/78776,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Thu,5:30 PM - 6:00 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,84183,5:30 PM - 6:00 PM
Swim Colours 3 – Red,At least 6 but less than 15,Minto Rec Complex-Barrhaven,78773,"<span style=""font-family: Calibri; font-size: 14.6667px; white-space: pre-wrap; background-color: rgb(255, 255, 255);"">Your child will start to learn the progression to front crawl, jump into deep water, and practice increasing distance on front and back glides with kick. Upon completion of this level, your child will be able to complete a distance swim of at least 25 metres.</span>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-colours-3-red/78773,6,15,0,0,6,"Age at least 6 yrs but less than 15 yrs,",Tue,6:15 PM - 6:45 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,84180,6:15 PM - 6:45 PM
